"list","means","normmean","sds","normsd"
"energetic","12.7087378640777","0.170154686078253","14.7771890107037","0.526440235370263"
"enthusiastic","12.2233009708738","0.163655271025608","13.2064541847545","0.470482501400831"
"content","29.8543689320388","0.399714025737684","17.8278300654608","0.635119916853205"
"irritable","32.9417475728155","0.441050305472508","25.7574756872406","0.91761508589441"
"restless","48.747572815534","0.652671259586637","25.2228181965558","0.898567808700168"
"worried","64.0582524271845","0.857662810347069","19.1223230820239","0.681236482583739"
"guilty","54.3398058252427","0.727544520993111","27.1959315721961","0.968860356838511"
"afraid","27.2621359223301","0.365007149356558","24.1027055535463","0.858663577726332"
"anhedonia","63.7087378640777","0.852983231509164","17.6777422189606","0.629773008102121"
"angry","22.9417475728155","0.307162355388015","23.6426937032035","0.842275566001493"
"hopeless","37.9223300970874","0.507734303912648","26.9911711492409","0.961565726907407"
"down","64.7378640776699","0.866761991420772","21.3136986075689","0.759304662304317"
"positive","17.7766990291262","0.238008579227869","16.4489299007296","0.585996330036567"
"fatigue","74.6893203883495","1","14.6441644177599","0.521701208349045"
"tension","46.3883495145631","0.621084102430781","28.070022042123","1"
"concentrate","60.6504854368932","0.812036916677499","21.4799079569832","0.765225902735297"
"accepted","44.9320388349515","0.601585857272845","22.7144517079025","0.80920676420618"
"threatened","26.1747572815534","0.350448459638633","23.6387962868563","0.842136719785364"
"ruminate","53.1456310679612","0.711555959963603","24.198285373948","0.862068627435885"
"avoid_act","66.9805825242718","0.896789288963993","20.874968865786","0.743674829840184"
"reassure","26.0388349514563","0.348628623423892","21.7273309090941","0.77404039357323"
"procrast","60.2427184466019","0.806577408033277","26.0062081650869","0.926476228841608"
"avoid_people","68.1359223300971","0.912257896789289","21.4288830849491","0.763408131735418"
