"list","means","normmean","sds","normsd"
"energetic","39.3009708737864","0.813177983125753","21.0963406135627","0.757553988627648"
"enthusiastic","41.4174757281553","0.85697067095219","21.0789944098453","0.756931099281366"
"content","45.4466019417476","0.940337484933708","20.2333098274921","0.726563191395454"
"irritable","18.873786407767","0.390518280433909","21.2748952725012","0.763965754371508"
"restless","25.8252427184466","0.534351145038168","22.6341002430638","0.812773799599516"
"worried","26.6699029126214","0.55182804339092","25.1689928867179","0.903799919632321"
"guilty","25.621359223301","0.530132583366814","25.8654575109749","0.92880944918574"
"afraid","12.8543689320388","0.265970269184411","16.104078016593","0.578285531036494"
"anhedonia","27.0485436893204","0.559662515066292","25.14599669568","0.90297414342008"
"angry","15.3106796116505","0.316793893129771","18.539321817563","0.665733334828567"
"hopeless","27.2815533980583","0.564483728404982","26.3789939734914","0.947250163744311"
"down","31.1456310679612","0.644435516271595","24.8668642294852","0.892950703004761"
"positive","44.9805825242718","0.930695058256328","20.8979690271868","0.750430611676062"
"fatigue","39.5631067961165","0.81860184813178","25.5690797885567","0.918166744373993"
"tension","37.5922330097087","0.777822418642025","24.6626004438108","0.885615741534221"
"concentrate","25.8834951456311","0.53555644837284","24.0458308199375","0.863468000502337"
"accepted","48.3300970873786","1","16.4807602322714","0.591811910808197"
"threatened","15.621359223301","0.323222177581358","17.8556941567858","0.641184771139514"
"ruminate","18.4854368932039","0.382482924869425","19.662278046898","0.706057862488121"
"avoid_act","27.4466019417476","0.567898754519888","26.1187815210419","0.937906127029386"
"reassure","14.5145631067961","0.300321414222579","17.1811935932183","0.616963954760883"
"procrast","35.8252427184466","0.741261550823624","25.6417349694679","0.920775738184906"
"avoid_people","26.9805825242718","0.558256327842507","27.847969821636","1"
