"list","means","normmean","sds","normsd"
"energetic","10.7716535433071","0.201799675468358","12.0272105359406","0.482290140498174"
"enthusiastic","7.8740157480315","0.147514382652309","10.4441007317523","0.418807569239907"
"content","43.1259842519685","0.807936273786694","11.4156618438478","0.457767088893688"
"irritable","33.4724409448819","0.627083640654964","16.2152322918981","0.650229464005841"
"restless","20.8188976377953","0.390028027732704","15.2609145551919","0.611961402268619"
"worried","50.8346456692913","0.952352854403304","14.7351021236935","0.590876367571235"
"guilty","15.6692913385827","0.293553621478094","11.5202066216246","0.461959325772859"
"afraid","6.96062992125984","0.130402714264641","8.03800651943","0.32232339177872"
"anhedonia","48.5748031496063","0.910016226582092","17.0575681127545","0.684007060246757"
"angry","9.33070866141732","0.174804543442986","10.0443896668502","0.402779188837468"
"hopeless","16.1023622047244","0.301666912523971","12.7066003631342","0.509533615968323"
"down","47.4251968503937","0.888479126714855","15.7381952158251","0.631100316997514"
"positive","27.3937007874016","0.513202537247382","14.1814530566741","0.568675086108543"
"fatigue","53.3779527559055","1","20.6181955139561","0.826787922397255"
"tension","36.1181102362205","0.67664847322614","18.1070950634978","0.726093003534936"
"concentrate","40.8031496062992","0.764419530904263","11.6094100926646","0.465536377529974"
"accepted","40.0629921259843","0.750553178934946","13.2202034128721","0.530129055474282"
"threatened","9.54330708661417","0.178787431774598","12.9967980827952","0.521170520350211"
"ruminate","38.3070866141732","0.717657471603481","19.4518174819111","0.780016260483799"
"avoid_act","43.9133858267717","0.822687712051925","24.9377076701532","1"
"reassure","10.3149606299213","0.193243841274524","14.6177217881657","0.586169425895589"
"procrast","42.755905511811","0.801003097802036","20.9647158360479","0.840683358444353"
"avoid_people","17.2125984251969","0.322466440477947","19.7221291878574","0.790855737372441"
