"list","means","normmean","sds","normsd"
"energetic","55.8482142857143","0.670418006430868","24.3277951817282","0.86904819462225"
"enthusiastic","63.9285714285714","0.767416934619507","22.8728228071225","0.817073031812345"
"content","68.7053571428571","0.82475884244373","22.1252122269486","0.79036655799804"
"irritable","23.5357142857143","0.282529474812433","16.0365172082308","0.572863517788447"
"restless","39.4285714285714","0.473311897106109","23.4192937652552","0.836594307621811"
"worried","34.9553571428571","0.419614147909968","23.0988429930819","0.825147024259622"
"guilty","30","0.360128617363344","22.2192190162862","0.793724709854621"
"afraid","23.6696428571429","0.284137191854234","12.7987811869451","0.457203688241908"
"anhedonia","28.8482142857143","0.346302250803859","21.0238859530364","0.751024496669263"
"angry","27.7232142857143","0.332797427652733","20.077870845371","0.717230529100041"
"hopeless","29.4107142857143","0.353054662379421","21.9021384333509","0.782397817874019"
"down","36.2053571428571","0.434619506966774","27.993608792091","1"
"positive","61.6160714285714","0.739657020364416","22.5149582052875","0.804289235178876"
"fatigue","46.0625","0.552947481243301","24.0169914514366","0.857945527131254"
"tension","30.5803571428571","0.367095391211147","18.8968934921876","0.675043136900826"
"concentrate","81.4642857142857","0.977920685959271","8.65549720799631","0.309195476448958"
"accepted","69.0178571428571","0.828510182207931","17.7423919199884","0.633801524189378"
"threatened","28.2589285714286","0.339228295819936","18.758659519001","0.670105082139352"
"ruminate","23.25","0.279099678456592","13.3203765874855","0.475836348447111"
"avoid_act","37.9196428571429","0.455198285101822","24.2847738575582","0.867511367966939"
"reassure","40.6696428571429","0.488210075026795","22.4484949606299","0.801915005934221"
"procrast","83.3035714285714","1","8.397596487664","0.299982633537287"
"avoid_people","37.9196428571429","0.455198285101822","24.5361062840666","0.876489575399038"
