"list","means","normmean","sds","normsd"
"energetic","41.4594594594595","0.586615678776291","19.9055879700257","0.701101261036821"
"enthusiastic","41.2342342342342","0.583428935627788","20.3349028005612","0.716222299889001"
"content","36.5315315315315","0.516889738687062","21.3872603625361","0.753287731710116"
"irritable","35.5675675675676","0.503250478011472","24.5655418760883","0.86523103026713"
"restless","40.5135135135135","0.573231357552581","22.8532332563747","0.804921245176975"
"worried","70.6756756756757","1","18.2448808073847","0.64260894783845"
"guilty","35.1531531531532","0.497386870618228","25.5172662393697","0.89875202709781"
"afraid","56.2252252252252","0.795538559592097","26.1205891220925","0.920001860789046"
"anhedonia","26.9369369369369","0.381134480560867","23.2493516153107","0.818873060184302"
"angry","28.972972972973","0.409942638623327","28.3918872725866","1"
"hopeless","36.1801801801802","0.511918419375398","24.8003659057311","0.873501844651122"
"down","40.4144144144144","0.57182919056724","25.7609529991943","0.907334998616577"
"positive","42.045045045045","0.594901210962396","16.7507868946167","0.589984974714597"
"fatigue","53.972972972973","0.763671128107075","25.4063197075271","0.894844342808373"
"tension","50.7027027027027","0.717399617590822","24.0161288965238","0.845879975006533"
"concentrate","23.4774774774775","0.332186105799873","23.7348408451093","0.835972636029244"
"accepted","51.0900900900901","0.722880815806246","16.1355336557378","0.568314938025175"
"threatened","24.1531531531532","0.341746335245379","26.2235834865552","0.923629459175652"
"ruminate","51.3963963963964","0.727214786488209","20.0473436369008","0.706094084004668"
"avoid_act","26.045045045045","0.368514977692798","23.372239705719","0.823201342035681"
"reassure","52.9459459459459","0.749139579349904","24.2969649574285","0.85577139427741"
"procrast","23.6216216216216","0.334225621414914","24.0839645083061","0.848269235400918"
"avoid_people","20.009009009009","0.283110261312938","21.5206013330548","0.757984177889921"
