"list","means","normmean","sds","normsd"
"energetic","33.5940594059406","0.59484572230014","21.5824828126061","0.827751921065569"
"enthusiastic","38.7920792079208","0.686886395511921","25.1090887256719","0.963007667344974"
"content","48.4752475247525","0.858345021037868","23.0978761185551","0.88587172734831"
"irritable","27.5247524752475","0.487377279102384","21.2031101772386","0.813201860701722"
"restless","40.5148514851485","0.717391304347826","23.9698201334036","0.919313354042479"
"worried","42.1287128712871","0.745967741935484","26.0736124717449","1"
"guilty","17.2871287128713","0.306100981767181","14.0743288533865","0.539792054846192"
"afraid","14.9207920792079","0.264200561009818","8.64139244371743","0.331422907089756"
"anhedonia","22.4653465346535","0.397791023842917","19.0444555482354","0.730411083959815"
"angry","16.4257425742574","0.290848527349229","13.1691659072649","0.505076384085094"
"hopeless","20.950495049505","0.370967741935484","17.5301889537014","0.672334490385568"
"down","29.3366336633663","0.519460028050491","25.9060908775225","0.993575052386625"
"positive","52.9108910891089","0.936886395511921","23.3512736311752","0.895590269912932"
"fatigue","56.4752475247525","1","22.3506572876083","0.857213679609182"
"tension","30.7524752475248","0.5445301542777","21.8391418973338","0.83759555454773"
"concentrate","35.9306930693069","0.636220196353436","23.5279652438296","0.902366914800394"
"accepted","51.3960396039604","0.910063113604488","21.2941678437645","0.816694190988698"
"threatened","17.4653465346535","0.309256661991585","12.2707492488728","0.470619453371496"
"ruminate","15.3762376237624","0.27226507713885","7.67834811030148","0.294487314276924"
"avoid_act","19.9405940594059","0.353085553997195","15.5703704401522","0.597169665577612"
"reassure","30.7920792079208","0.54523141654979","20.6912139961304","0.793569131187816"
"procrast","39.029702970297","0.69109396914446","23.8413319449835","0.914385452756864"
"avoid_people","20.1683168316832","0.357117812061711","15.8126969912983","0.606463604091453"
