"list","means","normmean","sds","normsd"
"energetic","40.7735849056604","0.653462352585425","19.9214089284047","0.769302974011924"
"enthusiastic","46.8396226415094","0.750680374962201","17.2472975343152","0.666037092783064"
"content","50.6792452830189","0.812216510432416","17.0537230510281","0.658561847120431"
"irritable","22.8584905660377","0.366344118536438","15.8230926356719","0.611038720526045"
"restless","40.188679245283","0.64408829755065","21.6465605791234","0.835922975653835"
"worried","44.122641509434","0.707136377381312","20.276518359065","0.783016197915335"
"guilty","37.3584905660377","0.598729966737224","20.0414754134402","0.773939568961054"
"afraid","33.4528301886792","0.536135470214696","19.5312360691774","0.754235709338977"
"anhedonia","31.688679245283","0.507862110674327","18.8342965826389","0.727322069765224"
"angry","12.5943396226415","0.201844572119746","11.4232664012547","0.441131089020793"
"hopeless","35.5094339622642","0.569095857272452","21.057402400748","0.813171515633281"
"down","44.188679245283","0.708194738433626","20.4106009839178","0.788194052676178"
"positive","50.5094339622642","0.809495010583611","18.3900828776811","0.710167915380408"
"fatigue","56.9245283018868","0.912307227094043","16.9821744713503","0.65579886306994"
"tension","40.4245283018868","0.647868158451769","19.8450896472834","0.766355760280603"
"concentrate","39.9528301886792","0.640308436649531","20.7636963749676","0.801829500621687"
"accepted","62.3962264150943","1","14.4793312429644","0.559146826760527"
"threatened","29.0754716981132","0.46598125188993","16.046182226969","0.619653748041056"
"ruminate","48.6792452830189","0.780163289990928","22.0361379253052","0.850967243461518"
"avoid_act","39.5660377358491","0.634109464771696","25.8954009036444","1"
"reassure","45.3396226415094","0.726640459631086","21.201027285287","0.818717862842712"
"procrast","52.8962264150943","0.847747202902933","22.7487013738338","0.878484231948393"
"avoid_people","36.3867924528302","0.583156939824614","25.2192559667889","0.973889381385854"
